id,serial,relate,sex,age,birth_pl,nchild,eldch,marst,fams
7855,6417734,3,2,1,US,0,99,Single,10
7856,6274710,2,2,36,US,5,19,Married,10
7857,6209128,7,1,15,US,0,99,Single,4
7858,6347879,10,2,36,US,0,99,Single,7
7859,6398146,1,1,36,UK,8,19,Married,11
7860,6323857,3,1,4,US,0,99,Single,6
7861,6201170,3,1,10,US,0,99,Single,9
7862,6322239,2,2,38,Germany,4,18,Married,6
7863,6337882,2,2,43,Ireland,0,99,Married,5
7864,6424325,7,1,21,Others,0,99,Single,7
7865,6212447,2,2,35,Ireland,5,8,Married,7
7866,6332909,2,2,24,Ireland,1,0,Married,3
7867,6371020,3,2,23,US,0,99,Single,3
7868,6374677,1,1,70,Ireland,2,29,Married,4
7869,6366795,6,2,60,Germany,1,41,Divorced/widowed,5
7870,6301487,2,2,25,Germany,3,6,Married,5
7871,6273365,3,2,16,US,0,99,Single,7
7872,6349537,3,1,18,US,0,99,Single,5
7873,6264022,7,2,17,Germany,0,99,Single,3
7874,6204588,3,1,3,US,0,99,Single,8
7875,6265299,12,2,26,Ireland,0,99,Single,1
7876,6358122,2,2,34,US,3,9,Married,5
7877,6403352,3,1,4,US,0,99,Single,9
7878,6301150,1,2,70,Ireland,1,30,Divorced/widowed,2
7879,6245260,3,2,8,US,0,99,Single,7
7880,6395315,7,1,23,Ireland,0,99,Single,6
7881,6392534,3,1,22,UK,0,99,Single,3
7882,6441689,1,1,51,Germany,3,26,Married,5
7883,6451945,3,2,10,US,0,99,Single,9
7884,6393360,3,2,9,US,0,99,Single,6
7885,6345841,1,2,35,UK,0,99,Single,1
7886,6284819,3,2,15,Others,0,99,Single,2
7887,6350003,3,1,25,Ireland,0,99,Single,6
7888,6475312,3,1,0,US,0,99,Single,10
7889,6278470,2,2,45,Germany,2,21,Married,5
7890,6269902,12,2,20,US,0,99,Married,2
7891,6433503,1,2,70,Ireland,3,30,Divorced/widowed,4
7892,6470593,3,2,24,US,0,99,Single,8
7893,6442760,2,2,22,US,1,2,Married,3
7894,6351533,12,1,40,Ireland,1,18,Married,2
7895,6450121,2,2,49,Germany,0,99,Married,2
7896,6396727,2,2,36,Germany,2,7,Married,4
7897,6264573,3,2,36,US,0,99,Single,14
7898,6286210,3,2,16,Others,0,99,Single,4
7899,6373098,10,2,26,Ireland,0,99,Single,4
7900,6269052,2,2,42,Germany,1,11,Married,3
7901,6208680,3,2,0,US,0,99,Single,6
7902,6422696,1,2,35,Others,0,99,Single,1
7903,6415107,6,2,45,Ireland,1,41,Divorced/widowed,10
7904,6259195,1,1,35,Others,5,11,Married,7
7905,6373794,1,1,53,UK,1,14,Married,3
7906,6363598,3,2,8,US,0,99,Single,8
7907,6276119,2,2,45,Germany,8,18,Married,10
7908,6206233,3,2,1,US,0,99,Single,3
7909,6329808,10,2,20,US,0,99,Single,4
7910,6218293,3,2,6,US,0,99,Single,5
7911,6430005,10,1,2,US,0,99,Single,13
7912,6320978,2,2,30,Others,2,4,Married,4
7913,6293184,3,2,22,US,0,99,Single,5
7914,6214168,2,2,20,US,0,99,Married,2
7915,6286137,3,1,12,US,0,99,Single,7
7916,6471472,2,2,30,US,1,1,Married,3
7917,6338491,12,1,28,US,0,99,Single,1
7918,6278591,12,1,24,Germany,0,99,Single,1
7919,6392978,3,2,1,US,0,99,Single,13
7920,6372983,2,2,35,US,7,14,Married,9
7921,6427590,2,2,25,Ireland,0,99,Married,2
7922,6334238,1,1,31,UK,1,3,Married,3
7923,6263331,1,1,60,US,1,25,Divorced/widowed,2
7924,6441614,2,2,30,Ireland,1,8,Married,3
7925,6415496,2,2,59,Ireland,1,20,Married,3
7926,6469035,2,2,45,Others,3,25,Married,5
7927,6309769,1,2,40,Ireland,0,99,Single,1
7928,6350994,1,1,41,US,0,99,Married,4
7929,6472925,6,2,80,Germany,0,99,Divorced/widowed,2
7930,6248233,3,1,0,US,0,99,Single,5
7931,6383696,1,1,39,Germany,4,13,Married,8
7932,6362448,3,1,9,US,0,99,Single,5
7933,6396505,1,1,39,Ireland,3,9,Married,6
7934,6342330,3,2,20,US,0,99,Single,8
7935,6426128,5,2,75,Ireland,9,38,Divorced/widowed,13
7936,6408638,8,1,34,Others,0,99,Single,5
7937,6304427,3,1,16,US,0,99,Single,5
7938,6372458,1,1,42,Ireland,2,6,Married,4
7939,6276557,3,2,8,US,0,99,Single,7
7940,6395284,3,2,15,US,0,99,Single,4
7941,6388154,1,1,28,Ireland,3,5,Married,5
7942,6232582,1,1,38,Ireland,4,20,Married,6
7943,6462546,12,2,6,US,0,99,Single,3
7944,6374471,3,2,0,US,0,99,Single,4
7945,6216896,3,2,15,US,0,99,Single,4
7946,6402313,3,1,11,US,0,99,Single,4
7947,6303379,3,2,14,US,0,99,Single,7
7948,6222411,1,1,46,Ireland,2,16,Married,4
7949,6414448,2,2,23,UK,0,99,Married,2
7950,6270249,1,1,75,US,0,99,Married,4
7951,6248185,1,2,42,Others,0,99,Married,1
7952,6476867,3,2,19,UK,0,99,Single,8
7953,6385841,2,2,34,US,1,10,Married,3
7954,6263636,3,1,14,US,0,99,Single,8
7955,6304475,2,2,25,US,2,5,Married,10
7956,6294112,3,2,10,US,0,99,Single,6
7957,6289598,1,1,67,US,4,31,Married,6
7958,6406176,13,2,53,Germany,0,99,Married,1
7959,6249084,1,1,29,US,3,7,Married,5
7960,6222214,2,2,25,US,1,2,Married,3
7961,6374519,3,2,7,US,0,99,Single,6
7962,6352489,7,1,30,Germany,0,99,Single,7
7963,6346808,3,2,17,US,0,99,Single,5
7964,6292232,1,1,35,Ireland,0,99,Married,3
7965,6429787,3,2,16,US,0,99,Single,12
7966,6292450,7,1,28,US,0,99,Single,8
7967,6220811,2,2,35,Ireland,5,16,Married,7
7968,6343081,1,1,37,Germany,2,10,Married,4
7969,6326138,3,1,26,US,0,99,Single,11
7970,6210049,12,1,19,US,0,99,Single,1
7971,6358995,1,2,42,Others,2,16,Divorced/widowed,3
7972,6274205,3,1,2,US,0,99,Single,4
7973,6236805,3,2,12,US,0,99,Single,8
7974,6255288,1,1,42,Ireland,3,21,Married,8
7975,6392703,3,2,19,US,0,99,Single,7
7976,6286560,3,2,11,US,0,99,Single,5
7977,6400803,3,1,21,US,0,99,Single,4
7978,6288643,9,2,22,US,0,99,Single,3
7979,6316901,2,2,51,US,2,22,Married,4
7980,6376358,1,1,36,Ireland,3,8,Married,5
7981,6365191,3,2,27,US,0,99,Single,4
7982,6433495,1,2,23,Others,0,99,Married,2
7983,6256748,1,1,45,Ireland,7,20,Married,9
7984,6388037,3,2,20,US,0,99,Single,9
7985,6360020,2,2,22,US,0,99,Married,2
7986,6462872,1,1,41,US,2,18,Married,4
7987,6251740,3,1,0,US,0,99,Single,5
7988,6238559,3,2,8,US,0,99,Single,4
7989,6271967,1,1,29,Germany,2,2,Married,4
7990,6345025,2,2,21,US,0,99,Married,2
7991,6441122,1,1,12,US,0,99,Single,1
7992,6265441,3,1,14,Germany,0,99,Single,6
7993,6268204,1,1,31,US,0,99,Married,3
7994,6254573,3,2,0,US,0,99,Single,8
7995,6404064,8,1,31,US,0,99,Single,11
7996,6433240,2,2,42,US,1,25,Married,4
7997,6227079,1,1,30,Italy,1,6,Married,4
7998,6212519,3,2,15,US,0,99,Single,8
7999,6428315,12,2,34,Ireland,0,99,Single,1
8000,6302672,12,1,29,Germany,0,99,Single,1
8001,6324578,2,2,32,US,4,10,Married,6
8002,6324152,1,1,35,US,2,9,Married,4
8003,6283753,8,2,19,US,0,99,Single,7
8004,6434253,1,1,53,Germany,6,22,Married,9
8005,6222356,12,1,9,US,0,99,Single,2
8006,6303195,3,2,1,US,0,99,Single,9
8007,6312441,3,1,15,US,0,99,Single,8
8008,6338715,3,2,14,US,0,99,Single,6
8009,6320796,3,1,2,US,0,99,Single,10
8010,6255373,1,1,46,Germany,1,12,Married,3
8011,6304220,3,2,16,US,0,99,Single,8
8012,6399942,3,1,19,US,0,99,Single,8
8013,6258811,1,1,47,Germany,5,16,Married,7
8014,6314766,3,1,28,US,0,99,Single,7
8015,6238853,3,2,7,US,0,99,Single,10
8016,6298662,3,1,16,US,0,99,Single,4
8017,6340424,6,2,60,Ireland,0,99,Single,4
8018,6227833,1,2,54,US,1,32,Divorced/widowed,2
8019,6474550,7,2,24,US,0,99,Divorced/widowed,2
8020,6355045,7,1,23,US,0,99,Single,2
8021,6337899,3,1,42,Germany,1,22,Single,3
8022,6243949,1,1,29,Others,2,14,Married,4
8023,6391692,2,2,40,Ireland,7,21,Married,11
8024,6302559,3,2,36,Germany,0,99,Single,2
8025,6347311,2,2,27,Ireland,3,4,Married,7
8026,6236302,2,2,26,Ireland,1,3,Married,3
8027,6326570,1,2,50,Others,2,25,Divorced/widowed,3
8028,6317929,3,1,8,US,0,99,Single,7
8029,6432122,3,2,12,US,0,99,Single,11
8030,6242009,1,1,70,Ireland,7,25,Married,9
8031,6236342,1,1,53,Others,6,22,Married,8
8032,6348014,2,2,34,Germany,5,16,Married,10
8033,6213303,2,2,31,US,4,11,Married,7
8034,6206884,2,2,27,Germany,3,9,Married,5
8035,6399911,3,2,23,US,0,99,Single,5
8036,6237912,1,1,28,US,0,99,Married,2
8037,6234156,3,2,16,US,0,99,Single,7
8038,6256880,3,1,2,US,0,99,Single,6
8039,6219340,2,2,35,Ireland,2,20,Married,4
8040,6336001,5,1,67,Ireland,2,33,Divorced/widowed,7
8041,6330212,2,2,27,Ireland,0,99,Married,2
8042,6256398,3,1,10,Others,0,99,Single,7
8043,6377131,2,2,42,US,0,99,Married,2
8044,6312245,12,1,62,US,0,99,Divorced/widowed,1
8045,6233894,10,1,13,US,0,99,Single,5
8046,6259676,3,1,9,US,0,99,Single,6
8047,6423550,1,1,54,Germany,1,14,Married,4
8048,6277555,1,2,54,Ireland,1,20,Divorced/widowed,2
8049,6198956,1,1,29,US,0,99,Married,2
8050,6310033,1,1,36,Italy,1,0,Married,3
8051,6434815,3,2,21,US,0,99,Single,20
8052,6341767,2,2,38,Ireland,0,99,Married,3
8053,6349091,3,1,38,US,0,99,Divorced/widowed,5
8054,6326047,3,1,27,US,0,99,Single,3
8055,6369303,1,1,50,Germany,0,99,Single,5
8056,6351037,2,2,45,Ireland,7,24,Married,9
8057,6475092,1,1,39,US,0,99,Married,2
8058,6366386,3,2,24,US,0,99,Single,5
8059,6337692,3,2,1,US,0,99,Single,4
8060,6295104,2,2,30,US,3,6,Married,6
8061,6464517,13,2,16,US,0,99,Single,1
8062,6298362,1,1,40,Germany,4,15,Married,8
8063,6468046,9,1,34,US,0,99,Single,3
8064,6393459,1,2,54,Germany,2,33,Divorced/widowed,5
8065,6401173,3,2,18,US,0,99,Single,10
8066,6292555,12,2,29,Germany,0,99,Single,1
8067,6394026,3,1,26,US,0,99,Single,6
8068,6369738,1,2,49,US,5,24,Divorced/widowed,8
8069,6400601,3,1,0,US,0,99,Single,5
8070,6226387,3,1,16,Italy,0,99,Single,5
8071,6387529,3,1,26,US,0,99,Single,4
8072,6331887,3,2,7,US,0,99,Single,5
8073,6263776,12,1,33,US,0,99,Single,1
8074,6246816,3,2,4,US,0,99,Single,4
8075,6221492,1,1,24,US,0,99,Single,3
8076,6408421,13,2,11,US,0,99,Single,1
8077,6409207,1,2,9,US,0,99,Single,1
8078,6430185,3,1,4,US,0,99,Single,9
8079,6237545,12,1,38,US,0,99,Single,1
8080,6361673,3,2,4,US,0,99,Single,9
8081,6381550,1,1,57,Germany,1,16,Married,3
8082,6399607,2,2,23,Ireland,0,99,Married,2
8083,6444701,3,2,15,US,0,99,Single,8
8084,6374773,2,2,35,Ireland,6,25,Married,8
8085,6208532,8,2,17,US,0,99,Single,5
8086,6241903,3,1,35,US,0,99,Single,9
8087,6363866,3,1,4,US,0,99,Single,7
8088,6273773,3,1,16,US,0,99,Single,9
8089,6425017,1,1,35,Germany,6,18,Married,8
8090,6215704,1,1,53,Italy,5,23,Married,7
8091,6294128,1,1,33,US,2,11,Married,4
8092,6347748,1,1,25,Ireland,0,99,Married,2
8093,6350204,3,1,19,US,0,99,Single,10
8094,6448708,3,1,0,US,0,99,Single,7
8095,6201839,12,2,35,Ireland,0,99,Single,1
8096,6206225,1,2,40,Ireland,8,20,Divorced/widowed,10
8097,6245580,3,1,13,US,0,99,Single,5
8098,6339873,2,2,45,Ireland,3,24,Married,5
8099,6286088,3,2,6,US,0,99,Single,3
8100,6407703,12,1,13,US,0,99,Single,1
8101,6226363,2,2,22,Italy,2,5,Married,4
8102,6264647,3,1,22,US,0,99,Single,3
8103,6397384,12,2,40,Ireland,0,99,Single,1
8104,6450072,1,1,26,US,0,99,Married,2
8105,6335371,3,1,0,US,0,99,Single,5
8106,6358499,1,1,48,US,0,99,Married,4
8107,6267866,3,1,20,US,0,99,Single,9
8108,6221285,1,1,27,US,0,99,Married,3
8109,6427774,8,2,56,US,0,99,Single,4
8110,6315765,2,2,49,US,0,99,Married,2
8111,6221454,1,1,43,Others,5,18,Married,7
8112,6450618,2,2,31,US,5,11,Married,9
8113,6371743,3,1,12,US,0,99,Single,10
8114,6242057,3,1,26,US,0,99,Single,9
8115,6274142,2,2,20,Others,0,99,Married,2
8116,6435384,3,1,5,US,0,99,Single,12
8117,6230341,8,2,20,US,0,99,Single,7
8118,6219412,1,1,56,Ireland,1,23,Married,3
8119,6224823,3,1,5,US,0,99,Single,6
8120,6450107,1,1,63,Others,4,24,Married,6
8121,6232325,7,2,23,US,0,99,Single,2
8122,6332136,3,2,0,US,0,99,Single,8
8123,6372967,3,1,7,US,0,99,Single,8
8124,6274663,3,1,10,Others,0,99,Single,10
8125,6401463,3,1,20,Others,0,99,Single,6
8126,6237845,1,1,52,Ireland,4,22,Married,6
8127,6466344,1,1,48,US,6,22,Married,9
8128,6381133,3,1,24,US,0,99,Single,6
8129,6327725,3,2,6,US,0,99,Single,7
8130,6360825,3,1,16,US,0,99,Single,7
8131,6314877,3,2,9,US,0,99,Single,14
8132,6270884,3,2,17,US,0,99,Single,10
8133,6449414,3,1,11,US,0,99,Single,5
8134,6388162,3,2,2,US,0,99,Single,7
8135,6331350,2,2,33,Germany,4,7,Married,6
8136,6325157,3,1,21,US,0,99,Single,7
8137,6403200,3,1,13,US,0,99,Single,6
8138,6306287,3,2,8,US,0,99,Single,7
8139,6266068,3,2,30,Ireland,0,99,Single,3
8140,6344819,3,2,10,US,0,99,Single,7
8141,6395655,3,1,5,US,0,99,Single,5
8142,6220063,3,2,3,US,0,99,Single,5
8143,6296427,3,2,19,US,0,99,Single,4
8144,6372894,1,2,54,UK,2,23,Divorced/widowed,5
8145,6304611,3,2,3,US,0,99,Single,6
8146,6429300,12,2,30,Ireland,0,99,Single,1
8147,6349215,2,2,30,Ireland,0,99,Married,2
8148,6313800,3,2,10,US,0,99,Single,11
8149,6215163,12,1,28,Others,0,99,Single,1
8150,6255508,2,2,27,US,4,7,Married,7
8151,6246987,3,2,1,US,0,99,Single,5
8152,6338841,2,2,31,Ireland,2,5,Married,4
8153,6219154,3,2,24,US,0,99,Single,9
8154,6364182,1,2,55,Germany,0,99,Divorced/widowed,1
8155,6299252,3,1,12,US,0,99,Single,5
8156,6306416,2,2,53,Germany,1,16,Married,3
8157,6306549,2,2,27,Germany,1,3,Married,3
8158,6349650,1,1,44,Ireland,1,2,Married,3
8159,6435969,13,2,78,US,0,99,Divorced/widowed,1
8160,6296177,1,1,32,US,4,7,Married,6
8161,6274364,3,2,7,US,0,99,Single,7
8162,6408732,3,1,14,UK,0,99,Single,7
8163,6294282,1,1,33,US,3,7,Married,5
8164,6304059,8,2,36,US,0,99,Single,9
8165,6397662,3,2,4,US,0,99,Single,8
8166,6440466,1,1,27,US,1,1,Married,3
8167,6295038,3,2,16,Ireland,0,99,Single,6
8168,6344856,3,2,14,US,0,99,Single,4
8169,6200477,6,2,22,Ireland,0,99,Single,1
8170,6256682,11,1,10,US,0,99,Single,5
8171,6280868,12,1,37,Ireland,0,99,Single,1
8172,6274633,4,1,38,Others,0,99,Divorced/widowed,5
8173,6333630,12,1,50,UK,0,99,Married,2
8174,6215116,12,1,4,Italy,0,99,Single,1
8175,6294570,3,1,6,US,0,99,Single,7
8176,6210233,1,1,46,Ireland,7,19,Married,9
8177,6440952,2,2,23,US,0,99,Married,3
8178,6449357,3,1,8,US,0,99,Single,5
8179,6474849,3,1,26,US,0,99,Single,6
8180,6333113,3,2,6,US,0,99,Single,3
8181,6302354,1,1,42,Germany,2,6,Divorced/widowed,3
8182,6344539,3,2,8,US,0,99,Single,5
8183,6268581,12,2,5,US,0,99,Single,2
8184,6274668,5,2,21,Germany,1,20,Single,10
8185,6396318,1,1,21,US,0,99,Single,1
8186,6378496,3,2,25,US,0,99,Single,9
8187,6352799,2,2,50,Germany,0,99,Married,2
8188,6414400,7,2,24,Ireland,0,99,Single,2
8189,6319679,3,1,13,Germany,0,99,Single,4
8190,6380639,12,1,35,US,0,99,Single,1
8191,6330945,12,1,62,Ireland,0,99,Single,1
8192,6203705,3,1,18,US,0,99,Single,10
8193,6237938,3,1,0,US,0,99,Single,4
8194,6334043,12,1,60,US,0,99,Divorced/widowed,1
8195,6295439,3,2,7,US,0,99,Single,5
8196,6269736,7,2,40,Ireland,0,99,Married,2
8197,6461952,3,1,3,US,0,99,Single,4
8198,6437856,3,2,4,US,0,99,Single,10
8199,6361580,3,1,4,US,0,99,Single,7
8200,6364025,5,2,87,Ireland,1,40,Divorced/widowed,6
8201,6356787,1,1,22,UK,1,0,Married,3
8202,6329306,1,1,44,UK,0,99,Married,2
8203,6465844,1,1,25,US,1,10,Married,3
8204,6215787,11,1,38,US,0,99,Married,2
8205,6232910,12,1,30,UK,0,99,Single,1
8206,6356079,1,1,32,US,0,99,Married,2
8207,6273634,1,1,45,Ireland,5,21,Married,7
8208,6384263,2,2,43,US,1,22,Married,4
8209,6314982,3,2,28,US,0,99,Divorced/widowed,13
8210,6468629,3,1,8,US,0,99,Single,10
8211,6377538,2,2,45,Ireland,3,16,Married,5
8212,6399548,3,1,21,US,0,99,Single,9
8213,6455292,2,2,27,US,0,99,Married,2
8214,6364412,3,2,13,US,0,99,Single,5
8215,6440705,7,2,17,Ireland,0,99,Single,8
8216,6462704,2,2,37,Ireland,4,9,Married,6
8217,6231706,1,1,25,US,1,1,Married,3
8218,6369951,3,2,3,US,0,99,Single,4
8219,6299430,1,1,40,Germany,0,99,Married,2
8220,6350495,3,1,11,US,0,99,Single,8
8221,6357747,1,1,33,UK,3,9,Married,5
8222,6206120,3,1,9,US,0,99,Single,5
8223,6371409,2,2,54,Ireland,4,24,Married,6
8224,6312909,12,2,22,Others,0,99,Divorced/widowed,1
8225,6248346,3,1,0,US,0,99,Single,8
8226,6376236,3,1,25,Ireland,0,99,Single,9
8227,6258733,2,2,50,Others,4,24,Married,6
8228,6380467,3,2,11,US,0,99,Single,6
8229,6254106,2,2,24,Others,4,6,Married,8
8230,6466960,1,1,48,Germany,6,30,Married,8
8231,6440654,2,2,34,Ireland,5,9,Married,7
8232,6232396,3,2,0,US,0,99,Single,5
8233,6309870,1,2,33,US,0,99,Divorced/widowed,2
8234,6321441,3,1,3,Others,0,99,Single,8
8235,6440636,3,2,1,US,0,99,Single,6
8236,6379707,1,1,29,Germany,4,7,Married,6
8237,6206034,2,2,31,Germany,4,7,Married,6
8238,6228233,12,2,20,US,0,99,Single,1
8239,6275317,3,1,10,UK,0,99,Single,10
8240,6308564,3,1,25,Germany,0,99,Single,15
8241,6216726,12,1,55,US,0,99,Divorced/widowed,1
8242,6246726,3,2,19,Italy,1,1,Married,4
8243,6375968,3,1,5,US,0,99,Single,6
8244,6468931,2,2,46,Ireland,3,18,Married,5
8245,6290449,1,1,60,Ireland,3,25,Married,5
8246,6317903,1,2,40,Germany,4,19,Divorced/widowed,9
8247,6245339,3,2,3,US,0,99,Single,4
8248,6249763,3,2,17,US,0,99,Single,8
8249,6212938,6,2,60,Ireland,4,30,Divorced/widowed,9
8250,6333499,1,2,40,US,2,18,Married,3
8251,6440703,1,1,42,Germany,3,22,Married,5
8252,6405454,2,2,22,Germany,3,3,Married,5
8253,6402454,3,2,20,US,0,99,Single,8
8254,6322689,2,2,34,US,1,13,Married,3
8255,6437850,12,2,70,UK,0,99,Divorced/widowed,1
8256,6316681,1,1,32,US,1,6,Married,3
8257,6425901,2,2,39,Germany,2,13,Married,4
8258,6476156,3,1,12,US,0,99,Single,6
8259,6268492,3,2,23,Ireland,0,99,Single,4
8260,6455281,1,1,41,Ireland,3,5,Married,5
8261,6427566,1,2,45,US,0,99,Divorced/widowed,1
8262,6360964,1,1,36,Ireland,5,10,Married,7
8263,6266461,1,1,50,Ireland,4,20,Married,6
8264,6233196,12,1,50,Ireland,0,99,Single,1
8265,6434274,3,2,5,US,0,99,Single,6
8266,6238343,3,1,17,US,0,99,Single,9
8267,6331957,1,1,27,US,1,0,Married,3
8268,6289519,3,1,0,US,0,99,Single,5
8269,6302729,2,2,34,Germany,0,99,Married,8
8270,6253393,3,1,0,US,0,99,Single,3
8271,6431142,1,2,12,US,0,99,Single,1
8272,6332398,7,1,28,US,0,99,Single,6
8273,6309679,12,1,42,UK,0,99,Married,1
8274,6222671,3,1,14,US,0,99,Single,6
8275,6334755,3,2,0,US,0,99,Single,3
8276,6218106,3,1,7,US,0,99,Single,6
8277,6458558,1,1,38,Germany,3,6,Married,5
8278,6445922,1,1,38,Ireland,2,4,Married,4
8279,6456240,1,1,39,Ireland,0,99,Single,1
8280,6289453,3,2,8,US,0,99,Single,7
8281,6382602,2,2,32,Germany,6,15,Married,8
8282,6444314,2,2,49,Others,3,19,Married,5
8283,6226906,2,2,33,Others,0,99,Married,2
8284,6329826,3,2,22,Ireland,0,99,Single,2
8285,6259370,2,2,60,Germany,6,28,Married,8
8286,6353990,2,2,32,Germany,4,9,Married,6
8287,6249139,3,1,10,US,0,99,Single,7
8288,6335023,2,2,37,US,2,14,Married,4
8289,6250967,3,2,0,US,0,99,Single,4
8290,6274685,3,2,8,US,0,99,Single,8
8291,6357715,12,2,36,US,1,7,Divorced/widowed,2
8292,6469135,3,1,2,US,0,99,Single,11
8293,6371647,3,1,17,US,0,99,Single,7
8294,6298096,3,1,6,US,0,99,Single,7
8295,6475494,3,2,1,UK,0,99,Single,5
8296,6318378,3,1,19,US,0,99,Single,5
8297,6293990,1,1,40,Ireland,1,5,Married,3
8298,6291503,2,2,20,US,0,99,Married,2
8299,6322722,3,1,8,US,0,99,Single,7
8300,6216195,3,1,8,US,0,99,Single,7
8301,6462219,10,1,18,Germany,0,99,Single,5
8302,6410592,3,1,20,US,0,99,Single,10
8303,6367140,1,2,55,Ireland,3,25,Divorced/widowed,4
8304,6441763,2,2,55,US,2,22,Married,5
8305,6346302,1,2,34,Germany,7,15,Divorced/widowed,8
8306,6367078,3,1,3,US,0,99,Single,4
8307,6333933,12,2,42,US,0,99,Divorced/widowed,1
8308,6296906,3,2,9,US,0,99,Single,6
8309,6294641,3,2,1,US,0,99,Single,5
8310,6405630,2,2,47,Germany,5,36,Married,7
8311,6407147,2,2,33,US,5,18,Married,7
8312,6234099,3,2,23,Ireland,0,99,Single,6
8313,6284414,3,2,3,US,0,99,Single,3
8314,6274079,2,2,50,Others,2,16,Married,4
8315,6476701,12,1,41,US,0,99,Single,1
8316,6302353,2,2,55,Germany,1,19,Married,3
8317,6331977,1,1,59,US,0,99,Married,2
8318,6401021,3,2,0,US,0,99,Single,3
8319,6236952,2,2,23,US,0,99,Married,2
8320,6411718,3,1,0,US,0,99,Single,1
8321,6273819,2,2,25,US,1,2,Married,3
8322,6319546,3,2,19,US,0,99,Single,12
8323,6336122,3,1,10,US,0,99,Single,8
8324,6340071,2,2,35,Ireland,6,15,Married,8
8325,6251540,3,1,6,US,0,99,Single,5
8326,6339126,12,1,24,US,0,99,Single,1
8327,6205955,3,1,3,US,0,99,Single,5
8328,6432977,2,2,42,UK,2,13,Married,5
8329,6425517,2,2,24,Germany,0,99,Married,3
8330,6223860,1,1,68,UK,5,29,Married,8
8331,6210643,12,1,38,UK,0,99,Single,1
8332,6236221,3,1,2,US,0,99,Single,5
8333,6390517,1,1,29,Ireland,0,99,Married,2
8334,6375130,8,2,24,Germany,0,99,Single,8
8335,6414239,3,2,10,US,0,99,Single,6
8336,6348118,2,2,21,US,4,7,Married,6
8337,6426400,1,1,45,Germany,2,11,Married,4
8338,6256098,2,2,26,US,3,7,Married,5
8339,6243226,3,1,7,US,0,99,Single,5
8340,6457608,13,2,64,Ireland,0,99,Divorced/widowed,1
8341,6322305,1,1,36,Ireland,7,13,Married,9
8342,6372509,3,1,16,UK,0,99,Single,6
8343,6208697,3,1,3,US,0,99,Single,4
8344,6393218,3,2,12,US,0,99,Single,4
8345,6213269,3,2,30,US,0,99,Married,2
8346,6370288,3,1,25,US,0,99,Married,8
8347,6346487,3,2,25,US,0,99,Single,2
8348,6336589,1,2,50,US,0,99,Single,2
8349,6420709,1,2,38,US,0,99,Divorced/widowed,1
8350,6299715,12,2,60,US,0,99,Divorced/widowed,1
8351,6477157,3,2,13,US,0,99,Single,5
8352,6220114,7,2,19,Ireland,0,99,Single,4
8353,6440381,1,1,20,US,0,99,Single,4
8354,6432094,1,1,40,Germany,0,99,Married,3
8355,6371778,3,1,9,US,0,99,Single,4
8356,6385309,3,2,18,US,0,99,Single,5
8357,6440508,3,1,3,US,0,99,Single,4
8358,6227177,1,1,22,US,0,99,Married,2
8359,6423509,3,2,21,US,0,99,Single,3
8360,6293829,1,1,60,Ireland,2,23,Married,4
8361,6414585,1,1,26,US,0,99,Married,2
8362,6471066,3,2,19,US,0,99,Single,5
8363,6244498,3,2,0,US,0,99,Single,10
8364,6348340,2,2,47,US,1,19,Married,3
8365,6254624,3,1,11,Germany,0,99,Single,4
8366,6299706,3,2,16,US,0,99,Single,9
8367,6381389,3,2,2,US,0,99,Single,5
8368,6305472,1,1,46,US,6,21,Married,8
8369,6256195,3,2,17,UK,0,99,Single,3
8370,6280910,3,1,2,US,0,99,Single,4
8371,6453448,3,1,3,US,0,99,Single,4
8372,6391305,4,2,24,US,0,99,Married,8
8373,6430329,3,2,30,Ireland,0,99,Single,3
8374,6223495,3,2,7,US,0,99,Single,9
8375,6365613,2,2,65,Germany,1,25,Married,3
8376,6375777,3,1,13,US,0,99,Single,10
8377,6402775,3,1,7,US,0,99,Single,8
8378,6328544,2,2,30,Ireland,2,2,Married,4
8379,6332920,3,2,5,US,0,99,Single,5
8380,6231469,1,1,33,Others,5,13,Married,7
8381,6334269,3,2,11,US,0,99,Single,6
8382,6284548,10,1,50,Germany,0,99,Single,5
8383,6359297,3,2,24,US,0,99,Single,5
8384,6400583,3,2,2,US,0,99,Single,7
8385,6471495,12,1,21,US,0,99,Single,1
8386,6355761,3,1,17,US,0,99,Single,9
8387,6430695,1,1,45,US,4,21,Married,6
8388,6212406,1,2,43,Ireland,2,21,Divorced/widowed,3
8389,6221082,10,1,42,US,0,99,Married,2
8390,6342868,3,2,3,US,0,99,Single,7
8391,6373043,2,2,29,UK,0,99,Married,4
8392,6339924,1,2,41,US,0,99,Divorced/widowed,1
8393,6298745,3,2,20,US,0,99,Single,2
8394,6407293,12,2,37,Germany,0,99,Single,1
8395,6356829,1,1,29,Germany,2,23,Married,7
8396,6361435,3,2,18,US,0,99,Single,5
8397,6432708,1,1,69,Ireland,1,39,Divorced/widowed,2
8398,6321265,3,1,7,Others,0,99,Single,5
8399,6315853,3,1,14,US,0,99,Single,8
8400,6244173,7,1,27,US,0,99,Single,4
8401,6388025,3,2,21,Others,0,99,Single,6
8402,6422902,12,2,27,Ireland,0,99,Single,1
8403,6317076,1,2,43,US,2,19,Divorced/widowed,9
8404,6385544,7,1,24,US,0,99,Single,4
